Uniprot Entry,Accession Name,Name,Organism,Biological Process Label,Brain Part,Molecular Function Label,Cellular Component Label
Q9CZU6,CISY_MOUSE,"Citrate synthase, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,GO:0003824,"GO:0031974, GO:0043226, GO:0005622"
P28652,KCC2B_MOUSE,Calcium/calmodulin-dependent protein kinase type II subunit beta,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0022414, GO:0032501",Medulla,"GO:0003824, GO:0005488, GO:0005198","GO:0043226, GO:0140535, GO:0016020, GO:0030054, GO:0042995"
Q9WTX5,SKP1_MOUSE,S-phase kinase-associated protein 1,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0008152, GO:0051179",Medulla,"GO:0005488, GO:0060090","GO:0043226, GO:0140535, GO:0005622, GO:0005815, GO:0140513, GO:1902494"
Q6PDQ2,CHD4_MOUSE,Chromodomain-helicase-DNA-binding protein 4,Mus musculus (Mouse),"GO:0065007, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0005815, GO:0005667, GO:0140513, GO:1902494"
Q8C0T5,SI1L1_MOUSE,Signal-induced proliferation-associated 1-like protein 1,Mus musculus (Mouse),"GO:0065007, GO:0009987",Medulla,"GO:0005488, GO:0098772","GO:0043226, GO:0044297, GO:0098794, GO:0005622, GO:0030054, GO:0042995"
P56959,FUS_MOUSE,RNA-binding protein FUS,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0008152, GO:0050896",Medulla,"GO:0005488, GO:0140110, GO:0098772","GO:0043226, GO:0044297, GO:0098794, GO:0005622, GO:1990904, GO:0042995"
P62141,PP1B_MOUSE,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0009987, GO:0048511, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0098687, GO:1902494"
Q9WUK2,IF4H_MOUSE,Eukaryotic translation initiation factor 4H,Mus musculus (Mouse),"GO:0040007, GO:0032502, GO:0051704, GO:0009987, GO:0000003, GO:0008152, GO:0022414",Medulla,"GO:0005488, GO:0045182",
Q80X95,RRAGA_MOUSE,Ras-related GTP-binding protein A {ECO:0000305},Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0044419",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0098796"
Q99KC8,VMA5A_MOUSE,von Willebrand factor A domain-containing protein 5A,Mus musculus (Mouse),,Medulla,,GO:0030312
Q8VDM4,PSMD2_MOUSE,26S proteasome non-ATPase regulatory subunit 2,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0008152",Medulla,GO:0098772,"GO:0043226, GO:1902494, GO:0005622, GO:0140535"
O88952,LIN7C_MOUSE,Protein lin-7 homolog C,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987, GO:0051179",Medulla,GO:0005488,"GO:0016020, GO:0098796, GO:0030054"
Q8JZS0,LIN7A_MOUSE,Protein lin-7 homolog A,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987, GO:0051179",Medulla,GO:0005488,"GO:0016020, GO:0098796, GO:0030054"
Q99KQ4,NAMPT_MOUSE,Nicotinamide phosphoribosyltransferase,Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0032502, GO:0051704, GO:0009987, GO:0048511, GO:0002376, GO:0008152, GO:0022414, GO:0032501",Medulla,"GO:0005488, GO:0098772, GO:0003824","GO:0043226, GO:0016604, GO:0005622, GO:0016020"
P20444,KPCA_MOUSE,Protein kinase C alpha type,Mus musculus (Mouse),"GO:0065007, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0022610, GO:0002376, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0044297, GO:0016020, GO:0005622, GO:0030054, GO:0042995, GO:0098796"
Q91XM9,FT,Disks large homolog 2,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0023052, GO:0050896, GO:0009987, GO:0022610, GO:0032501",Medulla,"GO:0005488, GO:0005198","GO:0043226, GO:0005737, GO:0031224, GO:0044297, GO:0016020, GO:0005622, GO:0030054, GO:0042995"
Q8R310,TMCC3_MOUSE,Transmembrane and coiled-coil domain protein 3 {ECO:0000250|UniProtKB:Q9ULS5},Mus musculus (Mouse),,Medulla,GO:0005488,"GO:0043226, GO:0016020, GO:0005622, GO:0031224"
O35927,CTND2_MOUSE,Catenin delta-2,Mus musculus (Mouse),"GO:0065007, GO:0007610, GO:0032502, GO:0009987, GO:0022610, GO:0032501",Medulla,GO:0005488,"GO:0043226, GO:0016020, GO:0005622, GO:0030054, GO:0042995"
Q64332,SYN2_MOUSE,Synapsin-2,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987",Medulla,GO:0005488,"GO:0043226, GO:0016020, GO:0019898, GO:0030054, GO:0098796"
Q05816,FT,Fatty acid-binding protein 5 {ECO:0000305},Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0005215, GO:0005488","GO:0043226, GO:0005622, GO:0030054"
Q8BIE6,FRM4A_MOUSE,FERM domain-containing protein 4A,Mus musculus (Mouse),"GO:0065007, GO:0009987",Medulla,GO:0060090,"GO:0043226, GO:0005622, GO:0030054"
Q9EQH3,VPS35_MOUSE,Vacuolar protein sorting-associated protein 35,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987, GO:0008152, GO:0032501",Medulla,GO:0005488,"GO:0043226, GO:0031224, GO:0044297, GO:0016020, GO:0005622, GO:0030054, GO:0042995, GO:0098796"
O09106,HDAC1_MOUSE,Histone deacetylase 1,Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0048511, GO:0008152, GO:0044419, GO:0032501",Medulla,"GO:0003824, GO:0005488, GO:0140110, GO:0098772","GO:0043226, GO:0044297, GO:0005622, GO:0005667, GO:0000785, GO:0140513, GO:1902494, GO:0042995"
P63321,FT,Ras-related protein Ral-A,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0032502, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0030054"
O08583,THOC4_MOUSE,THO complex subunit 4,Mus musculus (Mouse),"GO:0051179, GO:0009987, GO:0008152",Medulla,GO:0005488,"GO:0043226, GO:0005622, GO:1990904, GO:0140513, GO:0016604"
Q8CBW3,ABI1_MOUSE,Abl interactor 1,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0005488, GO:0098772","GO:0043226, GO:0016020, GO:0005622, GO:0030427, GO:0030054, GO:0042995"
Q9Z1X4,ILF3_MOUSE,Interleukin enhancer-binding factor 3,Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0009987, GO:0002376, GO:0008152, GO:0044419",Medulla,GO:0005488,"GO:0043226, GO:0005622"
Q91WM1,STRBP_MOUSE,Spermatid perinuclear RNA-binding protein,Mus musculus (Mouse),"GO:0007610, GO:0032502, GO:0009987, GO:0022414, GO:0032501",Medulla,GO:0005488,"GO:0043226, GO:0005622"
Q8C878,UBA3_MOUSE,NEDD8-activating enzyme E1 catalytic subunit,Mus musculus (Mouse),"GO:0008152, GO:0065007, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
P23818,FT,Glutamate receptor 1,Mus musculus (Mouse),"GO:0065007, GO:0023052, GO:0007610, GO:0051179, GO:0050896, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0005215, GO:0005488, GO:0060089","GO:0043226, GO:0005576, GO:0031224, GO:0044297, GO:0016020, GO:0005622, GO:0098794, GO:0043235, GO:0031256, GO:0030054, GO:0042995, GO:0098796, GO:1990351"
P08226,APOE_MOUSE,Apolipoprotein E,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0044419, GO:0032501",Medulla,"GO:0005215, GO:0005488, GO:0098772","GO:0043226, GO:0005576, GO:0044297, GO:0016020, GO:0005622, GO:0031975, GO:0030312, GO:0032994, GO:0019898, GO:0030054, GO:0042995"
Q8R5M8,FT,Cell adhesion molecule 1,Mus musculus (Mouse),"GO:0023052, GO:0065007, GO:0040007, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0022610, GO:0002376, GO:0022414",Medulla,GO:0005488,"GO:0043226, GO:0031224, GO:0016020, GO:0030054, GO:0042995"
Q8BIW1,PRUN1_MOUSE,Exopolyphosphatase PRUNE1,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0008152",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0030054"
Q61644,PACN1_MOUSE,Protein kinase C and casein kinase substrate in neurons protein 1,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987, GO:0051179",Medulla,GO:0005488,"GO:0098793, GO:0043226, GO:0044306, GO:0016020, GO:0005622, GO:0031256, GO:0030054"
Q91WC3,ACSL6_MOUSE,Long-chain-fatty-acid--CoA ligase 6 {ECO:0000305},Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987, GO:0008152",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0031224"
Q9Z110,P5CS_MOUSE,Delta-1-pyrroline-5-carboxylate synthase,Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0050896",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622"
Q9D172,GAL3A_MOUSE,"Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial {ECO:0000305}",Mus musculus (Mouse),,Medulla,,"GO:0043226, GO:0005622"
Q6ZPU9,KBP_MOUSE,KIF-binding protein,Mus musculus (Mouse),"GO:0051179, GO:0032502, GO:0009987",Medulla,GO:0005488,"GO:0043226, GO:0005622"
Q9Z1W8,AT12A_MOUSE,Potassium-transporting ATPase alpha chain 2,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0050896, GO:0051179",Medulla,"GO:0005215, GO:0005488","GO:0016020, GO:0031224"
Q8K019,BCLF1_MOUSE,Bcl-2-associated transcription factor 1,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0050896",Medulla,"GO:0005488, GO:0140110, GO:0098772","GO:0140513, GO:0043226, GO:0016604, GO:0005622"
Q9DCJ5,FT,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,GO:0005488,"GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:0031974, GO:1902494, GO:0098796"
Q8R127,SCPDL_MOUSE,Saccharopine dehydrogenase-like oxidoreductase,Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,GO:0003824,"GO:0043226, GO:0016020, GO:0005622"
Q99JR1,SFXN1_MOUSE,Sideroflexin-1 {ECO:0000303|PubMed:11274051},Mus musculus (Mouse),"GO:0051179, GO:0032502, GO:0009987, GO:0008152",Medulla,GO:0005215,"GO:0043226, GO:0016020, GO:0005622, GO:0031224"
Q8BJH1,ZC21A_MOUSE,Zinc finger C2HC domain-containing protein 1A,Mus musculus (Mouse),,Medulla,GO:0005488,
O88737,FT,"Protein bassoon {ECO:0000303|PubMed:9679147, ECO:0000305}",Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987",Medulla,"GO:0005488, GO:0005198","GO:0043226, GO:0005737, GO:0044297, GO:0016020, GO:0005622, GO:0030054, GO:0042995, GO:0031984"
P62743,AP2S1_MOUSE,AP-2 complex subunit sigma,Mus musculus (Mouse),"GO:0051179, GO:0009987",Medulla,"GO:0005488, GO:0060090","GO:0043226, GO:0005622, GO:0098796"
B9EKR1,FT,Receptor-type tyrosine-protein phosphatase zeta,Mus musculus (Mouse),"GO:0065007, GO:0007610, GO:0032502, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0031224, GO:0044297, GO:0016020, GO:0098794, GO:0030312, GO:0030427, GO:0031256, GO:0030054, GO:0042995"
Q6PDG5,SMRC2_MOUSE,SWI/SNF complex subunit SMARCC2,Mus musculus (Mouse),"GO:0065007, GO:0009987",Medulla,GO:0005488,"GO:0140513, GO:1902494"
P61226,FT,Ras-related protein Rap-2b,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0022610",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0030054"
Q8VBT0,FT,Thioredoxin-related transmembrane protein 1,Mus musculus (Mouse),"GO:0009987, GO:0050896",Medulla,GO:0003824,"GO:0016020, GO:0031224"
Q99KD3,SCMC2_MOUSE,Calcium-binding mitochondrial carrier protein SCaMC-2,Mus musculus (Mouse),"GO:0051179, GO:0040007, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0005215, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0031224"
Q9QYR9,ACOT2_MOUSE,"Acyl-coenzyme A thioesterase 2, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0050896",Medulla,GO:0003824,"GO:0031974, GO:0043226, GO:0005622"
P08032,SPTA1_MOUSE,"Spectrin alpha chain, erythrocytic 1",Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987, GO:0002376, GO:0008152",Medulla,GO:0005488,"GO:0043226, GO:0098552, GO:0005622, GO:0042995"
Q8BFQ4,WDR82_MOUSE,WD repeat-containing protein 82,Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0098687, GO:0140513, GO:1902494"
P47754,CAZA2_MOUSE,F-actin-capping protein subunit alpha-2,Mus musculus (Mouse),"GO:0065007, GO:0009987",Medulla,GO:0005488,"GO:0043226, GO:0005622, GO:0098862"
P51174,ACADL_MOUSE,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0031974, GO:0043226, GO:0016020, GO:0005622"
Q8BLK3,FT,Limbic system-associated membrane protein,Mus musculus (Mouse),"GO:0007610, GO:0009987, GO:0022610",Medulla,,"GO:0016020, GO:0031224"
Q9CSQ0,RACK1_MOUSE,Receptor of activated protein C kinase 1,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0008152",Medulla,"GO:0005488, GO:0060089, GO:0060090, GO:0098772","GO:0043226, GO:0044297, GO:0005622, GO:1990904, GO:0042995"
P62835,FT,Ras-related protein Rap-1A,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987",Medulla,"GO:0003824, GO:0005488, GO:0098772","GO:0043226, GO:0140535, GO:0016020, GO:0030054, GO:0042995"
Q3USB7,PLCL1_MOUSE,Inactive phospholipase C-like protein 1,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0008152",Medulla,"GO:0003824, GO:0005488",GO:0016020
P11438,FT,Lysosome-associated membrane glycoprotein 1,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0032502, GO:0009987, GO:0022414",Medulla,GO:0005488,"GO:0043226, GO:0031224, GO:0044297, GO:0016020, GO:0005622, GO:0098552, GO:0042995"
Q99NB9,SF3B1_MOUSE,Splicing factor 3B subunit 1,Mus musculus (Mouse),"GO:0008152, GO:0032502, GO:0009987, GO:0032501",Medulla,GO:0005488,"GO:0043226, GO:0005622, GO:1990904, GO:0120114, GO:0140513, GO:0016604, GO:1902494"
Q8BKC8,PI4KB_MOUSE,Phosphatidylinositol 4-kinase beta,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0008152",Medulla,"GO:0003824, GO:0005488",GO:0016020
Q91YJ2,SNX4_MOUSE,Sorting nexin-4,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987",Medulla,GO:0005488,"GO:0016020, GO:1902494, GO:0098796, GO:0005875"
P62192,FT,26S proteasome regulatory subunit 4,Mus musculus (Mouse),"GO:0065007, GO:0008152",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:1902494, GO:0005622, GO:0140535"
Q9DBG6,RPN2_MOUSE,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,Mus musculus (Mouse),"GO:0008152, GO:0032502, GO:0009987, GO:0050896",Medulla,GO:0005488,"GO:0043226, GO:0031224, GO:0016020, GO:0005622, GO:0140534, GO:1902494, GO:0098796"
Q8VCW8,ACSF2_MOUSE,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q8BL97,SRSF7_MOUSE,Serine/arginine-rich splicing factor 7,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0008152",Medulla,GO:0005488,"GO:0043226, GO:0016604, GO:0005622"
E9Q7G0,NUMA1_MOUSE,Nuclear mitotic apparatus protein 1 {ECO:0000250|UniProtKB:Q14980},Mus musculus (Mouse),"GO:0065007, GO:0022414, GO:0009987, GO:0051179",Medulla,GO:0005488,"GO:0043226, GO:0005737, GO:0097427, GO:0044297, GO:0099080, GO:0016020, GO:0005622, GO:0005815, GO:0000922, GO:0019898, GO:0051233, GO:1990752, GO:0042995"
Q9QYF1,RDH11_MOUSE,Retinol dehydrogenase 11,Mus musculus (Mouse),"GO:0065007, GO:0098754, GO:0009987, GO:0008152, GO:0032501",Medulla,GO:0003824,"GO:0016020, GO:0031224"
P70288,HDAC2_MOUSE,Histone deacetylase 2 {ECO:0000305},Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0048511, GO:0008152, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0005667, GO:0000785, GO:0140513, GO:1902494"
Q9JM63,KCJ10_MOUSE,ATP-sensitive inward rectifier potassium channel 10,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0007610, GO:0032502, GO:0009987, GO:0032501",Medulla,"GO:0005215, GO:0005488","GO:0016020, GO:0042995, GO:0031224"
A2AHC3,CAMP1_MOUSE,Calmodulin-regulated spectrin-associated protein 1,Mus musculus (Mouse),"GO:0065007, GO:0009987",Medulla,GO:0005488,GO:0099080
Q6PFD5,DLGP3_MOUSE,Disks large-associated protein 3,Mus musculus (Mouse),"GO:0065007, GO:0009987",Medulla,GO:0005488,"GO:0043226, GO:0044297, GO:0016020, GO:0098794, GO:0030054, GO:0042995"
Q00623,APOA1_MOUSE,Apolipoprotein A-I,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0032502, GO:0009987, GO:0040011, GO:0008152, GO:0032501",Medulla,"GO:0005488, GO:0005215, GO:0098772","GO:0032994, GO:0043226, GO:0005622"
P27671,RGRF1_MOUSE,Ras-specific guanine nucleotide-releasing factor 1,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0050896",Medulla,"GO:0005488, GO:0098772","GO:0030427, GO:0016020, GO:0042995, GO:0044297"
P98195,ATP9B_MOUSE,Probable phospholipid-transporting ATPase IIB,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987",Medulla,"GO:0005215, GO:0005488","GO:0043226, GO:0016020, GO:0031224, GO:0031984"
Q8C7K6,PCYXL_MOUSE,Prenylcysteine oxidase-like,Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,GO:0003824,
Q8R0S4,CACB4_MOUSE,Voltage-dependent L-type calcium channel subunit beta-4 {ECO:0000305},Mus musculus (Mouse),"GO:0065007, GO:0023052, GO:0007610, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0002376, GO:0008152, GO:0032501",Medulla,"GO:0005215, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0030054, GO:0016604, GO:0098796, GO:1990351"
Q9Z2Q6,SEPT5_MOUSE,Septin-5,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0007610, GO:0051703, GO:0009987, GO:0032501",Medulla,"GO:0003824, GO:0005488","GO:0098793, GO:0043226, GO:0005737, GO:0032432, GO:0044306, GO:0016020, GO:0005622, GO:0042641, GO:0030054"
Q8BX70,VP13C_MOUSE,Vacuolar protein sorting-associated protein 13C,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0051179, GO:0050896",Medulla,,GO:0016020
Q3V3Q7,PACS2_MOUSE,Phosphofurin acidic cluster sorting protein 2,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987",Medulla,GO:0005488,"GO:0043226, GO:0005622"
P58871,TB182_MOUSE,182 kDa tankyrase-1-binding protein,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0008152, GO:0050896",Medulla,GO:0005488,"GO:0043226, GO:0140535, GO:0005622, GO:0000785, GO:0030054"
O55137,ACOT1_MOUSE,Acyl-coenzyme A thioesterase 1 {ECO:0000250|UniProtKB:Q86TX2},Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0008152",Medulla,GO:0003824,"GO:0043226, GO:0005622"
Q9WUQ2,PREB_MOUSE,Prolactin regulatory element-binding protein,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987",Medulla,"GO:0005488, GO:0098772, GO:0140110","GO:0043226, GO:0016020, GO:0005622, GO:0031224"
Q8R164,BPHL_MOUSE,Valacyclovir hydrolase,Mus musculus (Mouse),,Medulla,GO:0003824,"GO:0043226, GO:0005622"
P70232,FT,Neural cell adhesion molecule L1-like protein,Mus musculus (Mouse),"GO:0065007, GO:0007610, GO:0009987, GO:0040011, GO:0022610, GO:0032501",Medulla,GO:0005488,"GO:0016020, GO:0042995, GO:0031224"
Q62186,FT,Translocon-associated protein subunit delta,Mus musculus (Mouse),,Medulla,,"GO:0098796, GO:0031224, GO:0140534"
P02301,H3C_MOUSE,Histone H3.3C,Mus musculus (Mouse),GO:0009987,Medulla,GO:0005488,"GO:0043226, GO:0044815, GO:0032993, GO:0005622"
Q8VEK3,HNRPU_MOUSE,Heterogeneous nuclear ribonucleoprotein U {ECO:0000312|MGI:MGI:1858195},Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0048511, GO:0008152, GO:0032501",Medulla,"GO:0005488, GO:0140110, GO:0098772","GO:0043226, GO:0005737, GO:0099080, GO:0005622, GO:0005815, GO:0005667, GO:1990904, GO:0051233, GO:0140513, GO:0016604, GO:1902494"
Q6ZWV3,RL10_MOUSE,60S ribosomal protein L10 {ECO:0000305},Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987, GO:0008152",Medulla,GO:0005198,"GO:0043226, GO:0005622, GO:1990904, GO:0030054"
P26041,MOES_MOUSE,Moesin {ECO:0000303|PubMed:1429901},Mus musculus (Mouse),"GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0022610, GO:0002376",Medulla,GO:0005488,"GO:0043226, GO:0016020, GO:0005622, GO:0060187, GO:0098552, GO:0030054, GO:0042995"
Q6NZJ6,IF4G1_MOUSE,Eukaryotic translation initiation factor 4 gamma 1,Mus musculus (Mouse),"GO:0065007, GO:0007610, GO:0050896, GO:0009987, GO:0008152, GO:0032501",Medulla,"GO:0005488, GO:0045182","GO:0043226, GO:0005622, GO:1990904, GO:0099080"
Q8K386,FT,Ras-related protein Rab-15,Mus musculus (Mouse),"GO:0051179, GO:0065007, GO:0009987, GO:0050896",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622"
Q6PDI5,ECM29_MOUSE,Proteasome adapter and scaffold protein ECM29 {ECO:0000250|UniProtKB:Q5VYK3},Mus musculus (Mouse),"GO:0008152, GO:0009987, GO:0050896",Medulla,GO:0005488,"GO:0043226, GO:0140535, GO:0005622, GO:0005815, GO:1902494"
Q91XV3,FT,Brain acid soluble protein 1,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987",Medulla,"GO:0005488, GO:0098772, GO:0140110","GO:0043226, GO:0016020, GO:0005622, GO:0030427, GO:0140513, GO:0016604"
Q9D1A2,CNDP2_MOUSE,Cytosolic non-specific dipeptidase,Mus musculus (Mouse),GO:0008152,Medulla,"GO:0003824, GO:0005488",
P80313,TCPH_MOUSE,T-complex protein 1 subunit eta,Mus musculus (Mouse),"GO:0065007, GO:0022414, GO:0009987, GO:0051179",Medulla,GO:0005488,"GO:0043226, GO:0005622, GO:0099080, GO:0101031"
Q8K1J6,TRNT1_MOUSE,"CCA tRNA nucleotidyltransferase 1, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
P57746,VATD_MOUSE,V-type proton ATPase subunit D,Mus musculus (Mouse),"GO:0051179, GO:0009987",Medulla,GO:0005215,"GO:0043226, GO:0005815, GO:0042995, GO:0098796"
P56399,FT,Ubiquitin carboxyl-terminal hydrolase 5,Mus musculus (Mouse),"GO:0008152, GO:0065007, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q9D1L9,LTOR5_MOUSE,Ragulator complex protein LAMTOR5,Mus musculus (Mouse),"GO:0065007, GO:0009987, GO:0051179, GO:0050896",Medulla,,"GO:0043226, GO:0005622, GO:0098796"
Q9CR57,RL14_MOUSE,60S ribosomal protein L14,Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,"GO:0005488, GO:0005198","GO:1990904, GO:0043226"
Q91VK4,FT,Integral membrane protein 2C,Mus musculus (Mouse),"GO:0065007, GO:0032502, GO:0009987",Medulla,GO:0005488,"GO:0043226, GO:0016020, GO:0005622, GO:0031224"
Q99JY0,ECHB_MOUSE,"Trifunctional enzyme subunit beta, mitochondrial",Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0036125, GO:0098798, GO:0016020, GO:0005622, GO:0009295"
Q9CR98,F136A_MOUSE,Protein FAM136A,Mus musculus (Mouse),,Medulla,,"GO:0043226, GO:0005622"
Q61035,HARS1_MOUSE,"Histidine--tRNA ligase, cytoplasmic",Mus musculus (Mouse),"GO:0008152, GO:0009987",Medulla,"GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q9D898,ARP5L_MOUSE,Actin-related protein 2/3 complex subunit 5-like protein,Mus musculus (Mouse),"GO:0065007, GO:0040011, GO:0009987",Medulla,GO:0005488,
P70175,DLG3_MOUSE,Disks large homolog 3,Mus musculus (Mouse),"GO:0065007, GO:0051179, GO:0032502, GO:0009987, GO:0022610",Medulla,"GO:0005488, GO:0005198","GO:0043226, GO:0044297, GO:0016020, GO:0043235, GO:0030427, GO:0030054, GO:0098796, GO:1990351"
