Uniprot Entry,Accession Name,Protein Name,Organism,Brain Parts,Biological Process,Molecular Function,Cellular Component
Q03059,CLAT_MOUSE,Choline O-acetyltransferase (CHOACTase) (ChAT) (Choline acetylase) (EC 2.3.1.6),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
Q9QZS8,SH2D3_MOUSE,SH2 domain-containing protein 3C (Cas/HEF1-associated signal transducer) (SH2 domain-containing Eph receptor-binding protein 1),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
Q8BNN1,SPA2L_MOUSE,Spermatogenesis-associated protein 2-like protein (SPATA2-like protein),Mus musculus (Mouse),"['Cortex', 'Cerebellum', 'Medulla']",[],[],[]
Q9DCB4,ARP21_MOUSE,cAMP-regulated phosphoprotein 21 (ARPP-21) (Regulator of calmodulin signaling) (Thymocyte cAMP-regulated phosphoprotein),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
P21836,ACES_MOUSE,Acetylcholinesterase (AChE) (EC 3.1.1.7),Mus musculus (Mouse),['Cortex'],[],[],[]
Q01065,PDE1B_MOUSE,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B (Cam-PDE 1B) (EC 3.1.4.17) (63 kDa Cam-PDE)",Mus musculus (Mouse),['Cortex'],[],[],[]
Q8BL65,ABLM2_MOUSE,Actin-binding LIM protein 2 (abLIM-2) (Actin-binding LIM protein family member 2),Mus musculus (Mouse),['Cortex'],[],[],[]
Q62158,TRI27_MOUSE,Zinc finger protein RFP (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM27) (Ret finger protein) (Tripartite motif-containing protein 27),Mus musculus (Mouse),['Cortex'],[],[],[]
Q8BKX1,BAIP2_MOUSE,Brain-specific angiogenesis inhibitor 1-associated protein 2 (BAI-associated protein 2) (BAI1-associated protein 2) (Insulin receptor substrate protein of 53 kDa) (IRSp53) (Insulin receptor substrate p53) (Insulin receptor tyrosine kinase 53 kDa substrate),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
Q61016,GBG7_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7,Mus musculus (Mouse),"['Cortex', 'Hippocampus']",[],[],[]
Q9ERE8,TLRN1_MOUSE,Talin rod domain-containing protein 1 (Mesoderm development candidate 1),Mus musculus (Mouse),['Cortex'],[],[],[]
Q6NS52,DGKB_MOUSE,Diacylglycerol kinase beta (DAG kinase beta) (EC 2.7.1.107) (Diglyceride kinase beta) (DGK-beta),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Thalamus', 'Cerebellum']",[],[],[]
Q80TQ2,CYLD_MOUSE,Ubiquitin carboxyl-terminal hydrolase CYLD (EC 3.4.19.12) (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
Q9JJY3,NSMA2_MOUSE,Sphingomyelin phosphodiesterase 3 (EC 3.1.4.12) (Neutral sphingomyelinase 2) (nSMase-2) (nSMase2) (Neutral sphingomyelinase II),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
Q8BXT1,RGS8_MOUSE,Regulator of G-protein signaling 8 (RGS8),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum', 'Medulla']",[],[],[]
Q99JT2,STK26_MOUSE,Serine/threonine-protein kinase 26 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 4) (MST-4) (STE20-like kinase MST4) (Serine/threonine-protein kinase MST4),Mus musculus (Mouse),['Cortex'],[],[],[]
P58462,FOXP1_MOUSE,Forkhead box protein P1 (Forkhead-related transcription factor 1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q6P5G0,MK04_MOUSE,Mitogen-activated protein kinase 4 (MAP kinase 4) (MAPK 4) (EC 2.7.11.24) (Extracellular signal-regulated kinase 4) (ERK-4),Mus musculus (Mouse),['Cortex'],[],[],[]
Q9Z1K8,YLAT1_MOUSE,Y+L amino acid transporter 1 (Solute carrier family 7 member 7) (y(+)L-type amino acid transporter 1) (Y+LAT1) (y+LAT-1),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
P32211,ACM4_MOUSE,Muscarinic acetylcholine receptor M4 (Mm4 mAChR),Mus musculus (Mouse),['Cortex'],[],[],[]
D3Z7H4,GSG1L_MOUSE,Germ cell-specific gene 1-like protein (GSG1-like protein),Mus musculus (Mouse),['Cortex'],[],[],[]
Q5DTX6,JCAD_MOUSE,Junctional protein associated with coronary artery disease (JCAD),Mus musculus (Mouse),['Cortex'],[],[],[]
Q9JJV4,CCG4_MOUSE,Voltage-dependent calcium channel gamma-4 subunit (Neuronal voltage-gated calcium channel gamma-4 subunit) (Transmembrane AMPAR regulatory protein gamma-4) (TARP gamma-4),Mus musculus (Mouse),['Cortex'],[],[],[]
Q8BJU2,TSN9_MOUSE,Tetraspanin-9 (Tspan-9) (Tetraspan NET-5),Mus musculus (Mouse),['Cortex'],[],[],[]
Q3U214,MAST3_MOUSE,Microtubule-associated serine/threonine-protein kinase 3 (EC 2.7.11.1),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
Q9Z0S2,LHX2_MOUSE,LIM/homeobox protein Lhx2 (Homeobox protein LH-2) (LIM homeobox protein 2),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
P22005,PENK_MOUSE,Proenkephalin-A [Cleaved into: Synenkephalin Met-enkephalin (Opioid growth factor) (OGF) PENK(114-133) PENK(143-184) Met-enkephalin-Arg-Ser-Leu Leu-enkephalin PENK(238-259) Met-enkephalin-Arg-Phe],Mus musculus (Mouse),['Cortex'],[],[],[]
Q8JZW5,SH2D5_MOUSE,SH2 domain-containing protein 5,Mus musculus (Mouse),"['Cortex', 'Medulla']",[],[],[]
P58242,ASM3B_MOUSE,Acid sphingomyelinase-like phosphodiesterase 3b (ASM-like phosphodiesterase 3b) (EC 3.1.4.-),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum', 'Medulla']",[],[],[]
Q7TSK2,SEZ6_MOUSE,Seizure protein 6 (SEZ-6) (Brain-specific receptor-like protein C) (BSRP-C),Mus musculus (Mouse),['Cortex'],[],[],[]
Q0GNC1,INF2_MOUSE,Inverted formin-2,Mus musculus (Mouse),['Cortex'],[],[],[]
E9Q4S1,PDE8B_MOUSE,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (PDE8B) (EC 3.1.4.53) (Cell proliferation-inducing gene 22 protein)",Mus musculus (Mouse),['Cortex'],[],[],[]
O70628,PDE9A_MOUSE,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A (EC 3.1.4.35)",Mus musculus (Mouse),['Cortex'],[],[],[]
P09470,ACE_MOUSE,"Angiotensin-converting enzyme (ACE) (EC 3.2.1.-) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]",Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q7TNS7,ASIC4_MOUSE,Acid-sensing ion channel 4 (ASIC4) (Amiloride-sensitive cation channel 4),Mus musculus (Mouse),['Cortex'],[],[],[]
A2RT62,FXL16_MOUSE,F-box/LRR-repeat protein 16 (F-box and leucine-rich repeat protein 16),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
Q64689,SIA8C_MOUSE,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase (EC 2.4.99.-) (Alpha-2,8-sialyltransferase 8C) (Alpha-2,8-sialyltransferase III) (ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3) (Sialyltransferase 8C) (SIAT8-C) (Sialyltransferase St8Sia III) (ST8SiaIII)",Mus musculus (Mouse),"['Cortex', 'Medulla']",[],[],[]
Q9QZD4,XPF_MOUSE,DNA repair endonuclease XPF (EC 3.1.-.-) (DNA excision repair protein ERCC-4),Mus musculus (Mouse),['Cortex'],[],[],[]
O54983,CRYM_MOUSE,Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Hippocampus']",[],[],[]
Q8CC27,CACB2_MOUSE,Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2),Mus musculus (Mouse),"['Cortex', 'Hippocampus']",[],[],[]
Q8C9H6,STRP2_MOUSE,Striatin-interacting proteins 2 (Protein FAM40B),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q3UK10,B9D2_MOUSE,B9 domain-containing protein 2 (Stumpy),Mus musculus (Mouse),['Cortex'],[],[],[]
Q9EQ61,PESC_MOUSE,Pescadillo homolog,Mus musculus (Mouse),['Cortex'],[],[],[]
Q9Z2B9,KS6A4_MOUSE,Ribosomal protein S6 kinase alpha-4 (S6K-alpha-4) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 4) (Nuclear mitogen- and stress-activated protein kinase 2) (RSK-like protein kinase) (RLSK),Mus musculus (Mouse),"['Cortex', 'Medulla']",[],[],[]
Q3V1U8,ELMD1_MOUSE,ELMO domain-containing protein 1,Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
Q6S5J6,KRIT1_MOUSE,Krev interaction trapped protein 1 (Krev interaction trapped 1) (Cerebral cavernous malformations 1 protein homolog),Mus musculus (Mouse),['Cortex'],[],[],[]
P22933,GBRD_MOUSE,Gamma-aminobutyric acid receptor subunit delta (GABA(A) receptor subunit delta),Mus musculus (Mouse),['Cortex'],[],[],[]
P81117,NUCB2_MOUSE,Nucleobindin-2 (DNA-binding protein NEFA) (Prepronesfatin) [Cleaved into: Nesfatin-1],Mus musculus (Mouse),['Cortex'],[],[],[]
P03930,ATP8_MOUSE,ATP synthase protein 8 (A6L) (F-ATPase subunit 8),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
D3Z7P3,GLSK_MOUSE,"Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2) [Cleaved into: Glutaminase kidney isoform, mitochondrial 68 kDa chain Glutaminase kidney isoform, mitochondrial 65 kDa chain]",Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q9DBX6,CP2S1_MOUSE,Cytochrome P450 2S1 (EC 1.14.14.-) (CYPIIS1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152) (Thromboxane-A synthase) (EC 5.3.99.5),Mus musculus (Mouse),['Cortex'],[],[],[]
P39053,DYN1_MOUSE,Dynamin-1 (EC 3.6.5.5),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
Q8BHI4,KBTB3_MOUSE,Kelch repeat and BTB domain-containing protein 3 (BTB and kelch domain-containing protein 3),Mus musculus (Mouse),['Cortex'],[],[],[]
Q05186,RCN1_MOUSE,Reticulocalbin-1,Mus musculus (Mouse),"['Cortex', 'Hippocampus']",[],[],[]
Q3TUA9,SG196_MOUSE,Protein O-mannose kinase (POMK) (EC 2.7.1.183) (Protein kinase-like protein SgK196) (Sugen kinase 196),Mus musculus (Mouse),['Cortex'],[],[],[]
Q61423,KCNA4_MOUSE,Potassium voltage-gated channel subfamily A member 4 (Voltage-gated potassium channel subunit Kv1.4),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Hippocampus', 'Cerebellum']",[],[],[]
Q91ZP9,NECA2_MOUSE,N-terminal EF-hand calcium-binding protein 2 (EF-hand calcium-binding protein 2) (Neuronal calcium-binding protein 2),Mus musculus (Mouse),['Cortex'],[],[],[]
P70428,EXT2_MOUSE,Exostosin-2 (EC 2.4.1.224) (EC 2.4.1.225) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan/N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 2 homolog),Mus musculus (Mouse),['Cortex'],[],[],[]
P09541,MYL4_MOUSE,"Myosin light chain 4 (MLC1EMB) (Myosin light chain 1, atrial/fetal isoform) (MLC1A)",Mus musculus (Mouse),"['Cortex', 'Thalamus']",[],[],[]
Q8K354,CBR3_MOUSE,Carbonyl reductase [NADPH] 3 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase 3),Mus musculus (Mouse),['Cortex'],[],[],[]
Q8K2Y9,CCM2_MOUSE,Cerebral cavernous malformations protein 2 homolog (Malcavernin) (Osmosensing scaffold for MEKK3),Mus musculus (Mouse),['Cortex'],[],[],[]
Q921Q3,ALG1_MOUSE,"Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1 homolog) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase)",Mus musculus (Mouse),"['Cortex', 'Medulla']",[],[],[]
Q8BGT1,FLRT3_MOUSE,Leucine-rich repeat transmembrane protein FLRT3 (Fibronectin leucine rich transmembrane protein 3),Mus musculus (Mouse),['Cortex'],[],[],[]
Q91YE8,SYNP2_MOUSE,Synaptopodin-2 (Myopodin),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Thalamus', 'Cerebellum']",[],[],[]
Q9JJ69,KCIP2_MOUSE,Kv channel-interacting protein 2 (KChIP2) (A-type potassium channel modulatory protein 2) (Potassium channel-interacting protein 2),Mus musculus (Mouse),['Cortex'],[],[],[]
Q61990,PCBP2_MOUSE,Poly(rC)-binding protein 2 (Alpha-CP2) (CTBP) (CBP) (Putative heterogeneous nuclear ribonucleoprotein X) (hnRNP X),Mus musculus (Mouse),['Cortex'],[],[],[]
Q91Z69,SRGP1_MOUSE,SLIT-ROBO Rho GTPase-activating protein 1 (srGAP1) (Rho GTPase-activating protein 13),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q7TS74,CKP2L_MOUSE,Cytoskeleton-associated protein 2-like (Radial fiber and mitotic spindle protein) (Radmis),Mus musculus (Mouse),['Cortex'],[],[],[]
P84075,HPCA_MOUSE,Neuron-specific calcium-binding protein hippocalcin,Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Hippocampus']",[],[],[]
P35803,GPM6B_MOUSE,Neuronal membrane glycoprotein M6-b (M6b),Mus musculus (Mouse),"['Cortex', 'Hippocampus', 'Medulla']",[],[],[]
Q8CI96,CLIP4_MOUSE,CAP-Gly domain-containing linker protein 4 (Restin-like protein 2),Mus musculus (Mouse),['Cortex'],[],[],[]
Q91WZ8,DTBP1_MOUSE,Dysbindin (Biogenesis of lysosome-related organelles complex 1 subunit 8) (BLOC-1 subunit 8) (Dysbindin-1) (Dystrobrevin-binding protein 1) (Hermansky-Pudlak syndrome 7 protein homolog) (HPS7 protein homolog),Mus musculus (Mouse),['Cortex'],[],[],[]
Q9ESM6,GDPD2_MOUSE,Glycerophosphoinositol inositolphosphodiesterase GDPD2 (EC 3.1.4.43) (Glycerophosphodiester phosphodiesterase 3) (Glycerophosphodiester phosphodiesterase domain-containing protein 2) (Osteoblast differentiation promoting factor),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q9Z2Y3,HOME1_MOUSE,Homer protein homolog 1 (Homer-1) (VASP/Ena-related gene up-regulated during seizure and LTP 1) (Vesl-1),Mus musculus (Mouse),['Cortex'],[],[],[]
Q9QZB1,RGS20_MOUSE,Regulator of G-protein signaling 20 (RGS20) (Regulator of G-protein signaling Z1),Mus musculus (Mouse),"['Cortex', 'Medulla']",[],[],[]
Q9WUT3,KS6A2_MOUSE,Ribosomal protein S6 kinase alpha-2 (S6K-alpha-2) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 2) (p90-RSK 2) (p90RSK2) (MAP kinase-activated protein kinase 1c) (MAPK-activated protein kinase 1c) (MAPKAP kinase 1c) (MAPKAPK-1c) (Protein-tyrosine kinase Mpk-9) (Ribosomal S6 kinase 3) (RSK-3) (pp90RSK3),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
O35704,SPTC1_MOUSE,Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1),Mus musculus (Mouse),['Cortex'],[],[],[]
Q99KX1,MLF2_MOUSE,Myeloid leukemia factor 2 (Myelodysplasia-myeloid leukemia factor 2),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q8BMF3,MAON_MOUSE,"NADP-dependent malic enzyme, mitochondrial (NADP-ME) (EC 1.1.1.40) (Malic enzyme 3)",Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
P49813,TMOD1_MOUSE,Tropomodulin-1 (Erythrocyte tropomodulin) (E-Tmod),Mus musculus (Mouse),['Cortex'],[],[],[]
P16951,ATF2_MOUSE,Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (Activating transcription factor 2) (MXBP protein) (cAMP response element-binding protein CRE-BP1),Mus musculus (Mouse),['Cortex'],[],[],[]
Q9Z218,DPP6_MOUSE,Dipeptidyl aminopeptidase-like protein 6 (DPPX) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI),Mus musculus (Mouse),"['Cortex', 'Hippocampus']",[],[],[]
O70146,TESK1_MOUSE,Dual specificity testis-specific protein kinase 1 (EC 2.7.12.1) (Testicular protein kinase 1),Mus musculus (Mouse),['Cortex'],[],[],[]
Q69Z89,RADIL_MOUSE,Ras-associating and dilute domain-containing protein,Mus musculus (Mouse),['Cortex'],[],[],[]
Q9JI99,SGPP1_MOUSE,Sphingosine-1-phosphate phosphatase 1 (SPP) (SPPase1) (mSPP1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1),Mus musculus (Mouse),['Cortex'],[],[],[]
Q9CR88,RT14_MOUSE,"28S ribosomal protein S14, mitochondrial (MRP-S14) (S14mt)",Mus musculus (Mouse),['Cortex'],[],[],[]
P08414,KCC4_MOUSE,Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q9D9K3,AVEN_MOUSE,Cell death regulator Aven,Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q8BTF8,RALYL_MOUSE,RNA-binding Raly-like protein,Mus musculus (Mouse),['Cortex'],[],[],[]
Q8CJ53,CIP4_MOUSE,Cdc42-interacting protein 4 (Thyroid receptor-interacting protein 10) (TR-interacting protein 10) (TRIP-10),Mus musculus (Mouse),['Cortex'],[],[],[]
Q8K009,AL1L2_MOUSE,Mitochondrial 10-formyltetrahydrofolate dehydrogenase (Mitochondrial 10-FTHFDH) (mtFDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L2),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum']",[],[],[]
Q6P8J2,SAT2_MOUSE,Thialysine N-epsilon-acetyltransferase (EC 2.3.1.-) (Diamine acetyltransferase 2) (EC 2.3.1.57) (Spermidine/spermine N(1)-acetyltransferase 2) (SSAT-2),Mus musculus (Mouse),['Cortex'],[],[],[]
Q8CFE6,S38A2_MOUSE,Sodium-coupled neutral amino acid transporter 2 (Amino acid transporter A2) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum']",[],[],[]
P60191,RIMS4_MOUSE,Regulating synaptic membrane exocytosis protein 4 (RIM4 gamma) (Rab3-interacting molecule 4) (RIM 4),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q6A058,ARMX2_MOUSE,Armadillo repeat-containing X-linked protein 2,Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q7TT18,MCAF1_MOUSE,Activating transcription factor 7-interacting protein 1 (ATFa-associated modulator) (mAM) (MBD1-containing chromatin-associated factor 1),Mus musculus (Mouse),['Cortex'],[],[],[]
Q8BYC6,TAOK3_MOUSE,Serine/threonine-protein kinase TAO3 (EC 2.7.11.1) (Thousand and one amino acid protein 3),Mus musculus (Mouse),['Cortex'],[],[],[]
Q922J3,CLIP1_MOUSE,CAP-Gly domain-containing linker protein 1 (Cytoplasmic linker protein 170) (CLIP-170) (Restin),Mus musculus (Mouse),['Cortex'],[],[],[]
Q9WV92,E41L3_MOUSE,"Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (DAL1P) (mDAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]",Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
Q99JW4,LIMS1_MOUSE,LIM and senescent cell antigen-like-containing domain protein 1 (Particularly interesting new Cys-His protein 1) (PINCH-1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Cerebellum']",[],[],[]
Q9CQM0,NICN1_MOUSE,Nicolin-1 (Tubulin polyglutamylase complex subunit 5) (PGs5) (p24),Mus musculus (Mouse),['Cortex'],[],[],[]
Q80X90,FLNB_MOUSE,Filamin-B (FLN-B) (ABP-280-like protein) (Actin-binding-like protein) (Beta-filamin),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
O35668,HAP1_MOUSE,Huntingtin-associated protein 1 (HAP-1),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
P16015,CAH3_MOUSE,Carbonic anhydrase 3 (EC 4.2.1.1) (Carbonate dehydratase III) (Carbonic anhydrase III) (CA-III),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
P30204,MSRE_MOUSE,Macrophage scavenger receptor types I and II (Macrophage acetylated LDL receptor I and II) (Scavenger receptor type A) (SR-A) (CD antigen CD204),Mus musculus (Mouse),['Cortex'],[],[],[]
O35071,KIF1C_MOUSE,Kinesin-like protein KIF1C,Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
O08796,EF2K_MOUSE,Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase),Mus musculus (Mouse),['Cortex'],[],[],[]
Q9WUK6,ZBT18_MOUSE,Zinc finger and BTB domain-containing protein 18 (58 kDa repressor protein) (Transcriptional repressor RP58) (Zinc finger protein 238) (Zfp-238),Mus musculus (Mouse),"['Cortex', 'Cerebellum', 'Medulla', 'Hippocampus']",[],[],[]
P07356,ANXA2_MOUSE,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
Q9JLI6,SCLY_MOUSE,Selenocysteine lyase (mSCL) (EC 4.4.1.16),Mus musculus (Mouse),['Cortex'],[],[],[]
Q9ESV0,DDX24_MOUSE,ATP-dependent RNA helicase DDX24 (EC 3.6.4.13) (DEAD box protein 24),Mus musculus (Mouse),['Cortex'],[],[],[]
Q8CGB6,TNS2_MOUSE,Tensin-2 (EC 3.1.3.48) (C1 domain-containing phosphatase and tensin homolog) (C1-TEN) (Tensin-like C1 domain-containing phosphatase),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
E9Q5C9,NOLC1_MOUSE,Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140),Mus musculus (Mouse),['Cortex'],[],[],[]
Q6PFX2,BEND6_MOUSE,BEN domain-containing protein 6,Mus musculus (Mouse),"['Cortex', 'Cerebellum', 'Medulla']",[],[],[]
P24452,CAPG_MOUSE,Macrophage-capping protein (Actin regulatory protein CAP-G) (Actin-capping protein GCAP39) (Myc basic motif homolog 1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Medulla']",[],[],[]
Q6VVW5,ANPRB_MOUSE,Atrial natriuretic peptide receptor 2 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type B) (ANP-B) (ANPR-B) (NPR-B) (Guanylate cyclase B) (GC-B),Mus musculus (Mouse),['Cortex'],[],[],[]
Q9EPL9,ACOX3_MOUSE,Peroxisomal acyl-coenzyme A oxidase 3 (EC 1.3.3.6) (Branched-chain acyl-CoA oxidase) (BRCACox) (Pristanoyl-CoA oxidase),Mus musculus (Mouse),"['Cortex', 'Cerebellum']",[],[],[]
P61080,UB2D1_MOUSE,Ubiquitin-conjugating enzyme E2 D1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D1) (Ubiquitin carrier protein D1) (Ubiquitin-conjugating enzyme E2(17)KB 1) (Ubiquitin-conjugating enzyme E2-17 kDa 1) (Ubiquitin-protein ligase D1),Mus musculus (Mouse),"['Cortex', 'Cerebellum', 'Medulla']",[],[],[]
Q3UV17,K22O_MOUSE,"Keratin, type II cytoskeletal 2 oral (Keratin-76) (K76) (Type-II keratin Kb9)",Mus musculus (Mouse),"['Cortex', 'Hippocampus', 'Cerebellum', 'Medulla']",[],[],[]
Q01339,APOH_MOUSE,Beta-2-glycoprotein 1 (APC inhibitor) (Activated protein C-binding protein) (Apolipoprotein H) (Apo-H) (Beta-2-glycoprotein I) (B2GPI) (Beta(2)GPI),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
P16045,LEG1_MOUSE,Galectin-1 (Gal-1) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (S-Lac lectin 1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex', 'Thalamus']",[],[],[]
Q8C3R1,BRAT1_MOUSE,BRCA1-associated ATM activator 1 (BRCA1-associated protein required for ATM activation protein 1),Mus musculus (Mouse),"['Olfactory Bulb', 'Cortex']",[],[],[]
