Uniprot Entry,Accession Name,Organism,Keywords,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Name
E9Q5W5,E9Q5W5_MOUSE,Mus musculus (Mouse),"Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-, Metal-binding {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-, ECO:0000213|MaxQB:E9Q5W5, ECO:0000213|PeptideAtlas:E9Q5W5}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:E9Q5W5,, Zinc {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-ProRule:PRU00228}, ProRule:PRU00228}",,,"calcium ion binding IEA, zinc ion binding IEA","GO:0005509, GO:0008270",,,
E9Q6A3,E9Q6A3_MOUSE,Mus musculus (Mouse),"SH3 domain {ECO:0000256|ARBA:ARBA00022443, ECO:0000256|PROSITE-, ProRule:PRU00192}, ECO:0000213|MaxQB:E9Q6A3, ECO:0000213|PeptideAtlas:E9Q6A3}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:E9Q6A3,",,,,,,,
E9Q6B3,E9Q6B3_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:E9Q6B3,, ECO:0000213|MaxQB:E9Q6B3, ECO:0000213|PeptideAtlas:E9Q6B3}",,,"GTPase activity IEA, GTP binding IEA","GO:0005525, GO:0003924",,,
E9Q6L8,E9Q6L8_MOUSE,Mus musculus (Mouse),"Proteomics identification {ECO:0000213|EPD:E9Q6L8,, Cytoplasm {ECO:0000256|ARBA:ARBA00022490}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:E9Q6L8}",cytoplasm IEA,GO:0005737,,,,,
E9Q6Q2,E9Q6Q2_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Coiled coil {ECO:0000256|SAM:Coils}, Proteomics identification {ECO:0000213|EPD:E9Q6Q2,, ECO:0000213|MaxQB:E9Q6Q2, ECO:0000213|PeptideAtlas:E9Q6Q2}",,,"protein serine/threonine kinase activity IEA, ATP binding IEA","GO:0004674, GO:0005524",,,Non-specific serine/threonine protein kinase {ECO:0000256|ARBA:ARBA00012513}
E9Q6R3,E9Q6R3_MOUSE,Mus musculus (Mouse),"Proteomics identification {ECO:0000213|EPD:E9Q6R3,, ProRule:PRU00290}, ECO:0000213|MaxQB:E9Q6R3, ECO:0000213|PeptideAtlas:E9Q6R3}, Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|PROSITE-, Reference proteome {ECO:0000313|Proteomes:UP000000589}",,,,,,,
E9Q6U4,E9Q6U4_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Chaperone {ECO:0000256|ARBA:ARBA00023186, ECO:0000256|PIRNR:PIRNR016477}, Proteomics identification {ECO:0000213|EPD:E9Q6U4,, ECO:0000213|MaxQB:E9Q6U4, ECO:0000213|PeptideAtlas:E9Q6U4}","nucleus ISO, prefoldin complex IBA, cytoplasm ISO, mitochondrion ISO","GO:0005737, GO:0005634, GO:0016272, GO:0005739",unfolded protein binding IEA,GO:0051082,protein folding IEA,GO:0006457,Prefoldin subunit 4 {ECO:0000256|PIRNR:PIRNR016477}
E9Q6X8,E9Q6X8_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:E9Q6X8,, ECO:0000213|MaxQB:E9Q6X8}",,,,,,,
E9Q6Y8,E9Q6Y8_MOUSE,Mus musculus (Mouse),"Thiol protease {ECO:0000256|ARBA:ARBA00022807}, Proteomics identification {ECO:0000213|EPD:E9Q6Y8,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Ubl conjugation pathway {ECO:0000256|ARBA:ARBA00022786}, Hydrolase {ECO:0000256|ARBA:ARBA00022807}, ECO:0000213|MaxQB:E9Q6Y8, ECO:0000213|PeptideAtlas:E9Q6Y8}, Protease {ECO:0000256|ARBA:ARBA00022807}",nucleus ISO,GO:0005634,"thiol-dependent ubiquitin-specific protease activity ISO, cysteine-type peptidase activity IEA","GO:0008234, GO:0004843","ubiquitin-dependent protein catabolic process IEA, protein deubiquitination ISO","GO:0016579, GO:0006511",
E9Q6Z0,E9Q6Z0_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:E9Q6Z0, ECO:0000213|PeptideAtlas:E9Q6Z0}, Isopeptide bond {ECO:0000256|ARBA:ARBA00022499}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Ubl conjugation pathway {ECO:0000256|ARBA:ARBA00022786}, Ubl conjugation {ECO:0000256|ARBA:ARBA00022843}, Proteomics identification {ECO:0000213|EPD:E9Q6Z0,",cullin-RING ubiquitin ligase complex IEA,GO:0031461,ubiquitin protein ligase binding IEA,GO:0031625,"ubiquitin-dependent protein catabolic process IEA, protein ubiquitination IEA","GO:0016567, GO:0006511",
E9Q715,E9Q715_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:E9Q715, ECO:0000213|PeptideAtlas:E9Q715}, Coiled coil {ECO:0000256|SAM:Coils}, Proteomics identification {ECO:0000213|EPD:E9Q715,, Reference proteome {ECO:0000313|Proteomes:UP000000589}",U1 snRNP IEA,GO:0005685,mRNA binding IEA,GO:0003729,mRNA splice site selection IEA,GO:0006376,
E9Q7A8,E9Q7A8_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Coiled coil {ECO:0000256|SAM:Coils}, ECO:0000213|MaxQB:E9Q7A8, ECO:0000213|PeptideAtlas:E9Q7A8}, Proteomics identification {ECO:0000213|EPD:E9Q7A8,",,,fatty-acyl-CoA binding IEA,GO:0000062,,,
E9Q7F8,E9Q7F8_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:E9Q7F8,, ECO:0000213|MaxQB:E9Q7F8, ECO:0000213|PeptideAtlas:E9Q7F8}",,,catalytic activity IEA,GO:0003824,,,
E9Q7S0,E9Q7S0_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:E9Q7S0, ECO:0000213|PeptideAtlas:E9Q7S0}, Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, Hydrolase {ECO:0000256|ARBA:ARBA00022801}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:E9Q7S0,, RNA-binding {ECO:0000256|PROSITE-ProRule:PRU00176}",presynapse IEA,GO:0098793,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity IEA, RNA binding IEA","GO:0004439, GO:0003723","phosphatidylinositol dephosphorylation IEA, synaptic vesicle endocytosis IEA","GO:0046856, GO:0048488",Phosphoinositide 5-phosphatase {ECO:0000256|ARBA:ARBA00013044}
E9Q855,E9Q855_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, ECO:0000213|MaxQB:E9Q855, ECO:0000213|PeptideAtlas:E9Q855}, Proteomics identification {ECO:0000213|EPD:E9Q855,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|RuleBase:RU363122},  Transport {ECO:0000256|RuleBase:RU363122}, ECO:0000256|RuleBase:RU363122}, Transmembrane {ECO:0000256|ARBA:ARBA00022989,",integral component of membrane IEA,GO:0016021,,,protein transport IEA,GO:0015031,Secretory carrier-associated membrane protein {ECO:0000256|RuleBase:RU363122}
E9Q865,E9Q865_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Signal {ECO:0000256|SAM:SignalP}",extracellular space IEA,GO:0005615,,,,,
E9Q8I6,E9Q8I6_MOUSE,Mus musculus (Mouse),"G-protein coupled receptor {ECO:0000256|ARBA:ARBA00023040,, Cell membrane {ECO:0000256|RuleBase:RU364061}, Transducer {ECO:0000256|ARBA:ARBA00023040, ECO:0000256|RuleBase:RU364061}, Pheromone response {ECO:0000256|ARBA:ARBA00022507,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, ECO:0000256|RuleBase:RU364061}, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|RuleBase:RU364061}, Receptor {ECO:0000256|ARBA:ARBA00023040, ECO:0000256|RuleBase:RU364061}, Transmembrane {ECO:0000256|ARBA:ARBA00022989,","plasma membrane IEA, integral component of membrane IEA","GO:0016021, GO:0005886",pheromone receptor activity IEA,GO:0016503,response to pheromone IEA,GO:0019236,Vomeronasal type-1 receptor {ECO:0000256|RuleBase:RU364061}
E9Q8K5,E9Q8K5_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, ECO:0000213|MaxQB:E9Q8K5, ECO:0000213|PeptideAtlas:E9Q8K5}, Transferase {ECO:0000256|ARBA:ARBA00022777}, Immunoglobulin domain {ECO:0000256|ARBA:ARBA00023319}, Disulfide bond {ECO:0000256|ARBA:ARBA00023157}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Kinase {ECO:0000256|ARBA:ARBA00022777}, Proteomics identification {ECO:0000213|EPD:E9Q8K5,, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840}, ATP-binding {ECO:0000256|ARBA:ARBA00022840}",,,"protein kinase activity IEA, ATP binding IEA","GO:0005524, GO:0004672",,,
E9Q8N5,E9Q8N5_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Coiled coil {ECO:0000256|SAM:Coils}, Proteomics identification {ECO:0000213|EPD:E9Q8N5,, ECO:0000213|MaxQB:E9Q8N5, ECO:0000213|PeptideAtlas:E9Q8N5}",,,,,,,
E9Q8N8,E9Q8N8_MOUSE,Mus musculus (Mouse),"Ion transport {ECO:0000256|ARBA:ARBA00023065,, Transport {ECO:0000256|ARBA:ARBA00023065, ECO:0000256|RuleBase:RU362035}, ECO:0000213|PeptideAtlas:E9Q8N8}, ECO:0000256|RuleBase:RU362035}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|RuleBase:RU362035}, Proteomics identification {ECO:0000213|MaxQB:E9Q8N8,, Transmembrane {ECO:0000256|ARBA:ARBA00022989,","integral component of membrane IEA, cell surface IEA, basolateral plasma membrane IEA","GO:0016021, GO:0016323, GO:0009986","inorganic anion exchanger activity IEA, sodium, identical protein binding IEA","GO:0008510, GO:0005452, GO:0042802","positive regulation of glycolytic process IEA, sodium ion export across plasma membrane IEA, regulation of membrane potential IEA, regulation of intracellular pH IEA","GO:0045821, GO:0042391, GO:0036376, GO:0051453",Anion exchange protein {ECO:0000256|RuleBase:RU362035}
E9Q8P8,E9Q8P8_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|PeptideAtlas:E9Q8P8}, Proteomics identification {ECO:0000213|MaxQB:E9Q8P8,","nucleoplasm IEA, cytosol IEA","GO:0005654, GO:0005829",,,,,
E9Q942,SIM13_MOUSE,Mus musculus (Mouse),"Transmembrane helix,  Reference proteome, Membrane,  Transmembrane,  Phosphoprotein",integral component of membrane IEA,GO:0016021,,,,,Small integral membrane protein 13
E9Q993,E9Q993_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, DNA-binding {ECO:0000256|ARBA:ARBA00023125}","transcription regulator complex IEA, nucleus IEA, cytoplasm IEA","GO:0005737, GO:0005634, GO:0005667","DNA binding IEA, protein dimerization activity IEA, DNA-binding transcription factor activity IEA","GO:0003677, GO:0003700, GO:0046983",,,
E9Q9B8,E9Q9B8_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Cytoplasm {ECO:0000256|ARBA:ARBA00022490}, Microsome {ECO:0000256|ARBA:ARBA00022848}, Proteomics identification {ECO:0000213|EPD:E9Q9B8,, Membrane {ECO:0000256|ARBA:ARBA00023136}, Disulfide bond {ECO:0000256|ARBA:ARBA00023157}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Glycoprotein {ECO:0000256|ARBA:ARBA00023180}, ECO:0000213|MaxQB:E9Q9B8, ECO:0000213|PeptideAtlas:E9Q9B8}, Secreted {ECO:0000256|ARBA:ARBA00022525},  Signal {ECO:0000256|SAM:SignalP}, Endoplasmic reticulum {ECO:0000256|ARBA:ARBA00022848}, Nucleus {ECO:0000256|ARBA:ARBA00023242}","chromaffin granule IEA, mitochondrial membrane IEA, nucleus IEA, extracellular region IEA","GO:0005634, GO:0042583, GO:0005576, GO:0031966",,,,,Clusterin {ECO:0000256|ARBA:ARBA00020334}
E9Q9K1,E9Q9K1_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Signal {ECO:0000256|SAM:SignalP}",,,,,,,
E9QA63,E9QA63_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, SH3 domain {ECO:0000256|ARBA:ARBA00022443, ECO:0000256|PROSITE-, Proteomics identification {ECO:0000213|EPD:E9QA63,, Metal-binding {ECO:0000256|ARBA:ARBA00022723}, Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, ProRule:PRU00192}, Microtubule {ECO:0000256|ARBA:ARBA00022701}, Actin-binding {ECO:0000256|ARBA:ARBA00023203}, Cytoskeleton {ECO:0000256|ARBA:ARBA00023212, ECO:0000256|PROSITE-, ECO:0000213|MaxQB:E9QA63, ECO:0000213|PeptideAtlas:E9QA63}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Cell projection {ECO:0000256|ARBA:ARBA00023273},  Membrane {ECO:0000256|ARBA:ARBA00023136}, ProRule:PRU00792}, Cytoplasm {ECO:0000256|ARBA:ARBA00023212, ECO:0000256|PROSITE-, Calcium {ECO:0000256|PROSITE-ProRule:PRU00448}","plasma membrane IEA, microtubule IEA, cell projection IEA, cytoplasm IEA","GO:0005737, GO:0005886, GO:0005874, GO:0042995","microtubule binding IEA, calcium ion binding IEA, actin binding IEA","GO:0005509, GO:0003779, GO:0008017",intermediate filament cytoskeleton organization IEA,GO:0045104,
E9QA91,E9QA91_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, ECO:0000256|SAM:Phobius}",integral component of membrane IEA,GO:0016021,ATP binding IEA,GO:0005524,,,
E9QAN4,E9QAN4_MOUSE,Mus musculus (Mouse),"Proteomics identification {ECO:0000213|EPD:E9QAN4,, Cytoplasm {ECO:0000256|ARBA:ARBA00022490}, ProRule:PRU00283}, ECO:0000213|MaxQB:E9QAN4, ECO:0000213|PeptideAtlas:E9QAN4}, ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-, Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|SAM:Coils}, Motor protein {ECO:0000256|PROSITE-ProRule:PRU00283}",cytoplasm IEA,GO:0005737,"microtubule binding IEA, microtubule motor activity IEA, ATP binding IEA","GO:0008017, GO:0005524, GO:0003777",microtubule-based movement IEA,GO:0007018,
E9QAT4,SC16A_MOUSE,Mus musculus (Mouse)," Transport, Golgi apparatus,  Endoplasmic reticulum,  Phosphoprotein, Reference proteome,  Microsome,  ER-Golgi transport, Alternative splicing,  Cytoplasm,  Membrane,  Protein transport","cytosol ISS, perinuclear region of cytoplasm IDA, ER to Golgi transport vesicle membrane IBA, Golgi apparatus ISO, organelle membrane ISS, Golgi membrane IEA, endoplasmic reticulum exit site IDA, endoplasmic reticulum ISO, endoplasmic reticulum membrane ISO","GO:0005794, GO:0012507, GO:0070971, GO:0005789, GO:0031090, GO:0000139, GO:0048471, GO:0005829, GO:0005783",,,"Golgi to plasma membrane CFTR protein transport ISS, positive regulation of protein exit from endoplasmic reticulum IBA, endoplasmic reticulum organization IMP, protein localization to plasma membrane IMP, autophagy IEA, Golgi organization IBA, COPII vesicle coating IBA, protein exit from endoplasmic reticulum IMP, protein localization to endoplasmic reticulum exit site ISS, protein stabilization ISS, endoplasmic reticulum to Golgi vesicle-mediated transport ISO, response to endoplasmic reticulum stress ISS","GO:0007029, GO:0007030, GO:0034976, GO:0043000, GO:0006888, GO:0070863, GO:0072659, GO:0006914, GO:0032527, GO:0050821, GO:0070973, GO:0048208",Protein transport protein Sec16A
E9QK48,E9QK48_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, ECO:0000213|MaxQB:E9QK48, ECO:0000213|PeptideAtlas:E9QK48}, WD repeat {ECO:0000256|ARBA:ARBA00022574, ECO:0000256|PROSITE-, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ProRule:PRU00221}, Proteomics identification {ECO:0000213|EPD:E9QK48,",mitotic spindle IEA,GO:0072686,microtubule binding IEA,GO:0008017,"negative regulation of microtubule polymerization IEA, regulation of microtubule nucleation IEA","GO:0010968, GO:0031115",
E9QKR1,E9QKR1_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Cytoplasm {ECO:0000256|ARBA:ARBA00022490}, Actin-binding {ECO:0000256|ARBA:ARBA00023203}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Cell projection {ECO:0000256|ARBA:ARBA00023273}, Proteomics identification {ECO:0000213|EPD:E9QKR1,, SH3-binding {ECO:0000256|ARBA:ARBA00023036}, ECO:0000213|MaxQB:E9QKR1, ECO:0000213|PeptideAtlas:E9QKR1}","cell projection IEA, cytoskeleton IEA","GO:0005856, GO:0042995","actin binding IEA, SH3 domain binding IEA","GO:0003779, GO:0017124",,,
E9QLQ3,E9QLQ3_MOUSE,Mus musculus (Mouse),"Coiled coil {ECO:0000256|SAM:Coils}, Metal-binding {ECO:0000256|ARBA:ARBA00022723,, ECO:0000213|MaxQB:E9QLQ3, ECO:0000213|PeptideAtlas:E9QLQ3}, Hydrolase {ECO:0000256|ARBA:ARBA00022801, ECO:0000256|RuleBase:RU363067}, Membrane {ECO:0000256|SAM:Phobius}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Transmembrane {ECO:0000256|SAM:Phobius}, Transmembrane helix {ECO:0000256|SAM:Phobius}, Proteomics identification {ECO:0000213|EPD:E9QLQ3,, ECO:0000256|RuleBase:RU363067}","guanyl-nucleotide exchange factor complex IEA, integral component of membrane IEA","GO:0032045, GO:0016021","3',5'-cyclic-nucleotide phosphodiesterase activity IEA, metal ion binding IEA","GO:0004114, GO:0046872","signal transduction IEA, negative regulation of lipid catabolic process IEA, negative regulation of cell adhesion IEA, negative regulation of angiogenesis IEA","GO:0007162, GO:0007165, GO:0016525, GO:0050995",Phosphodiesterase {ECO:0000256|RuleBase:RU363067}
E9QLQ9,E9QLQ9_MOUSE,Mus musculus (Mouse),"Microtubule {ECO:0000256|ARBA:ARBA00022701}, Wnt signaling pathway {ECO:0000256|ARBA:ARBA00022687}, Proteomics identification {ECO:0000213|EPD:E9QLQ9,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|SAM:Coils}, ECO:0000213|MaxQB:E9QLQ9, ECO:0000213|PeptideAtlas:E9QLQ9}","microtubule IEA, nucleus IEA, cytoplasm IEA","GO:0005737, GO:0005634, GO:0005874","microtubule binding IEA, beta-catenin binding IEA","GO:0008017, GO:0008013","cell cycle arrest IEA, mitotic cytokinesis IEA, negative regulation of Wnt signaling pathway IEA, cellular response to DNA damage stimulus IEA, negative regulation of microtubule depolymerization IEA, negative regulation of cell population proliferation IEA, positive regulation of apoptotic process IEA, cell migration IEA, Wnt signaling pathway IEA","GO:0016477, GO:0030178, GO:0007050, GO:0006974, GO:0016055, GO:0007026, GO:0008285, GO:0000281, GO:0043065",
E9QM38,E9QM38_MOUSE,Mus musculus (Mouse),"Ion transport {ECO:0000256|ARBA:ARBA00023201}, ECO:0000213|MaxQB:E9QM38, ECO:0000213|PeptideAtlas:E9QM38}, Sodium transport {ECO:0000256|ARBA:ARBA00023201}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Sodium {ECO:0000256|ARBA:ARBA00023201}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Transport {ECO:0000256|ARBA:ARBA00022847, ECO:0000256|ARBA:ARBA00023201}, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, ECO:0000256|SAM:Phobius}, Proteomics identification {ECO:0000213|EPD:E9QM38,, Symport {ECO:0000256|ARBA:ARBA00022847}","cytoplasmic vesicle membrane IEA, integral component of membrane IEA, lateral plasma membrane IEA, cytosol IEA, neuronal cell body IEA, apical plasma membrane IEA, basal plasma membrane IEA, neuron projection IEA","GO:0043025, GO:0016021, GO:0009925, GO:0016324, GO:0016328, GO:0043005, GO:0005829, GO:0030659","Hsp90 protein binding IEA, chaperone binding IEA, protein kinase binding IEA, sodium, ammonium transmembrane transporter activity IEA","GO:0051879, GO:0008511, GO:0008519, GO:0051087, GO:0019901","transepithelial ammonium transport IEA, T cell chemotaxis IEA, aging IEA, cellular response to chemokine IEA, hyperosmotic response IEA, regulation of spontaneous synaptic transmission IEA, transepithelial chloride transport IEA, positive regulation of cell volume IEA, inorganic cation import across plasma membrane IEA, gamma-aminobutyric acid signaling pathway IEA","GO:0150003, GO:1990869, GO:0098659, GO:0070634, GO:0006972, GO:0010818, GO:0007214, GO:0045795, GO:0007568, GO:0030321",
E9QM90,E9QM90_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:E9QM90,, ECO:0000213|MaxQB:E9QM90, ECO:0000213|PeptideAtlas:E9QM90}","recycling endosome IEA, trans-Golgi network IEA","GO:0055037, GO:0005802",,,intracellular cholesterol transport IEA,GO:0032367,
E9QNF7,FT,Mus musculus (Mouse),"Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, Transmembrane helix {ECO:0000256|SAM:Phobius}, Disulfide bond {ECO:0000256|ARBA:ARBA00023157, ECO:0000256|PROSITE-, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ProRule:PRU00122}, Membrane {ECO:0000256|SAM:Phobius}, Glycoprotein {ECO:0000256|ARBA:ARBA00023180}, Proteomics identification {ECO:0000213|MaxQB:E9QNF7,, Cell junction {ECO:0000256|ARBA:ARBA00022949}, Repeat {ECO:0000256|ARBA:ARBA00022737},  Signal {ECO:0000256|SAM:SignalP}, Transmembrane {ECO:0000256|SAM:Phobius}, ECO:0000213|PeptideAtlas:E9QNF7},  EGF-like domain {ECO:0000256|PROSITE-ProRule:PRU00076}, Cell adhesion {ECO:0000256|ARBA:ARBA00022889}","early endosome IEA, axolemma IEA, paranodal junction IEA, voltage-gated potassium channel complex IEA, cell surface IEA, Golgi apparatus IEA","GO:0005794, GO:0030673, GO:0033010, GO:0008076, GO:0005769, GO:0009986",enzyme binding IEA,GO:0019899,"protein localization to juxtaparanode region of axon IEA, cell adhesion IEA, vocalization behavior IEA, adult behavior IEA, limbic system development IEA, striatum development IEA, superior temporal gyrus development IEA, vocal learning IEA, thalamus development IEA, social behavior IEA","GO:0030534, GO:0007155, GO:0021756, GO:0021761, GO:0042297, GO:0071625, GO:0071205, GO:0035176, GO:0021794, GO:0071109",
E9QNN1,E9QNN1_MOUSE,Mus musculus (Mouse),"Manganese {ECO:0000256|ARBA:ARBA00023211}, RNA-binding {ECO:0000256|PROSITE-ProRule:PRU00266}, Hydrolase {ECO:0000256|ARBA:ARBA00022806}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:E9QNN1, ECO:0000213|PeptideAtlas:E9QNN1}, ATP-binding {ECO:0000256|ARBA:ARBA00022806}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022806}, Proteomics identification {ECO:0000213|EPD:E9QNN1,, Helicase {ECO:0000256|ARBA:ARBA00022806}",,,"RNA helicase activity IEA, RNA binding IEA, ATP binding IEA","GO:0003724, GO:0003723, GO:0005524",,,RNA helicase {ECO:0000256|ARBA:ARBA00012552}
