,Uniprot Entry,Accession Name,Organism,Keywords,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Name,Biological Process Label,Molecular Function Label,Cellular Component Label
165,D3YU23,FT,Mus musculus (Mouse),"G-protein coupled receptor {ECO:0000256|ARBA:ARBA00023040}, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, Transducer {ECO:0000256|ARBA:ARBA00023040}, Proteomics identification {ECO:0000213|MaxQB:D3YU23,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Disulfide bond {ECO:0000256|PROSITE-ProRule:PRU00446}, Glycoprotein {ECO:0000256|ARBA:ARBA00023180}, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, ECO:0000256|SAM:Phobius},  Receptor {ECO:0000256|ARBA:ARBA00023040}, Signal {ECO:0000256|ARBA:ARBA00022729, ECO:0000256|SAM:SignalP}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, ECO:0000213|PeptideAtlas:D3YU23}","integral component of membrane IEA, plasma membrane IEA, axon IEA","GO:0030424, GO:0005886, GO:0016021","carbohydrate binding IEA, G protein-coupled receptor activity IEA","GO:0030246, GO:0004930",cell surface receptor signaling pathway IEA,GO:0007166,,"GO:0065007, GO:0009987","GO:0005488, GO:0060089",GO:0042995
166,D3YU63,D3YU63_MOUSE,Mus musculus (Mouse),"Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, Membrane {ECO:0000256|ARBA:ARBA00023136}, ECO:0000213|PeptideAtlas:D3YU63}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Glycoprotein {ECO:0000256|ARBA:ARBA00023180}, Signal {ECO:0000256|SAM:SignalP}, Proteomics identification {ECO:0000213|MaxQB:D3YU63,, Lipid degradation {ECO:0000256|ARBA:ARBA00022963}, Lipid metabolism {ECO:0000256|ARBA:ARBA00022963}",plasma membrane IEA,GO:0005886,glycerophosphocholine cholinephosphodiesterase activity IEA,GO:0047390,lipid catabolic process IEA,GO:0016042,Choline-specific glycerophosphodiester phosphodiesterase {ECO:0000256|ARBA:ARBA00019392},GO:0008152,GO:0003824,
167,D3YUH4,D3YUH4_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:D3YUH4, ECO:0000213|PeptideAtlas:D3YUH4}, Proteomics identification {ECO:0000213|EPD:D3YUH4,, Cell adhesion {ECO:0000256|ARBA:ARBA00022889}, Reference proteome {ECO:0000313|Proteomes:UP000000589}",,,cadherin binding IEA,GO:0045296,cell adhesion IEA,GO:0007155,,"GO:0009987, GO:0022610",GO:0005488,
168,D3YUK4,D3YUK4_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|ARBA:ARBA00022792}, Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00022792}, Transport {ECO:0000256|ARBA:ARBA00022660}, ECO:0000213|MaxQB:D3YUK4, ECO:0000213|PeptideAtlas:D3YUK4}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:D3YUK4,, Respiratory chain {ECO:0000256|ARBA:ARBA00022660}, Mitochondrion {ECO:0000256|ARBA:ARBA00022792}, Electron transport {ECO:0000256|ARBA:ARBA00022660}","respirasome IEA, mitochondrial inner membrane IEA","GO:0005743, GO:0070469",,,oxidation-reduction process IEA,GO:0055114,Complex I-PDSW {ECO:0000256|ARBA:ARBA00016775},,,GO:0031090
169,D3YUM1,D3YUM1_MOUSE,Mus musculus (Mouse),"NAD {ECO:0000256|ARBA:ARBA00023027, ECO:0000256|RuleBase:RU364066}, FMN {ECO:0000256|ARBA:ARBA00022643, ECO:0000256|RuleBase:RU364066}, Flavoprotein {ECO:0000256|ARBA:ARBA00022643,, Metal-binding {ECO:0000256|ARBA:ARBA00022485,, Proteomics identification {ECO:0000213|EPD:D3YUM1,, Electron transport {ECO:0000256|RuleBase:RU364066}, Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364066}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Iron-sulfur {ECO:0000256|ARBA:ARBA00022485, ECO:0000256|RuleBase:RU364066}, Transport {ECO:0000256|RuleBase:RU364066}, Membrane {ECO:0000256|RuleBase:RU364066}, Mitochondrion {ECO:0000256|RuleBase:RU364066}, Respiratory chain {ECO:0000256|RuleBase:RU364066}, Transit peptide {ECO:0000256|RuleBase:RU364066}, Ubiquinone {ECO:0000256|ARBA:ARBA00023075}, 4Fe-4S {ECO:0000256|ARBA:ARBA00022485, ECO:0000256|RuleBase:RU364066}, ECO:0000256|RuleBase:RU364066}, Iron {ECO:0000256|ARBA:ARBA00022485, ECO:0000256|RuleBase:RU364066}, ECO:0000213|MaxQB:D3YUM1, ECO:0000213|PeptideAtlas:D3YUM1}","respirasome IEA, mitochondrial inner membrane IEA","GO:0005743, GO:0070469","NAD binding IEA, FMN binding IEA, metal ion binding IEA, 4 iron, 4 sulfur cluster binding IEA, NADH dehydrogenase (ubiquinone) activity IEA","GO:0051287, GO:0008137, GO:0046872, GO:0051539, GO:0010181",,,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial {ECO:0000256|RuleBase:RU364066}",,"GO:0005488, GO:0003824",GO:0031090
170,D3YUZ8,D3YUZ8_MOUSE,Mus musculus (Mouse),"ProRule:PRU00192}, SH3 domain {ECO:0000256|ARBA:ARBA00022443, ECO:0000256|PROSITE-, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Coiled coil {ECO:0000256|SAM:Coils}, Proteomics identification {ECO:0000213|MaxQB:D3YUZ8,, ECO:0000213|PeptideAtlas:D3YUZ8}",,,,,,,,,,
171,D3YV00,D3YV00_MOUSE,Mus musculus (Mouse),"Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840,, ECO:0000256|RuleBase:RU362033}, Magnesium {ECO:0000256|ARBA:ARBA00022842, ECO:0000256|RuleBase:RU362033}, Metal-binding {ECO:0000256|ARBA:ARBA00022723}, Proteomics identification {ECO:0000213|EPD:D3YV00,, ECO:0000213|MaxQB:D3YV00, ECO:0000213|PeptideAtlas:D3YV00}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|RuleBase:RU362033}, Translocase {ECO:0000256|ARBA:ARBA00022967, ECO:0000256|RuleBase:RU362033}, ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|RuleBase:RU362033}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Transmembrane {ECO:0000256|ARBA:ARBA00022989,","integral component of membrane IEA, trans-Golgi network IEA","GO:0016021, GO:0005802","magnesium ion binding IEA, ATPase-coupled intramembrane lipid transporter activity IEA, ATP binding IEA","GO:0005524, GO:0000287, GO:0140326",phospholipid transport IEA,GO:0015914,Phospholipid-transporting ATPase {ECO:0000256|RuleBase:RU362033},GO:0051179,"GO:0005488, GO:0005215",GO:0031984
172,D3YV77,D3YV77_MOUSE,Mus musculus (Mouse),"Proteomics identification {ECO:0000213|EPD:D3YV77,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ATP-binding {ECO:0000256|ARBA:ARBA00022840}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840}, Transferase {ECO:0000256|ARBA:ARBA00022777}, ECO:0000213|MaxQB:D3YV77, ECO:0000213|PeptideAtlas:D3YV77}, Kinase {ECO:0000256|ARBA:ARBA00022777}",,,"ATP binding IEA, kinase activity IEA","GO:0016301, GO:0005524",,,,,"GO:0005488, GO:0003824",
173,D3YVA2,D3YVA2_MOUSE,Mus musculus (Mouse),"Proteomics identification {ECO:0000213|MaxQB:D3YVA2,, ECO:0000213|PeptideAtlas:D3YVA2}, Calcium {ECO:0000256|PROSITE-ProRule:PRU00448}, Reference proteome {ECO:0000313|Proteomes:UP000000589}",,,calcium ion binding IEA,GO:0005509,,,,,GO:0005488,
174,D3YVB9,D3YVB9_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:D3YVB9, ECO:0000213|PeptideAtlas:D3YVB9}, Proteomics identification {ECO:0000213|EPD:D3YVB9,, Reference proteome {ECO:0000313|Proteomes:UP000000589}",,,,,,,,,,
175,D3YVF4,D3YVF4_MOUSE,Mus musculus (Mouse),"Ribonucleoprotein {ECO:0000256|ARBA:ARBA00022980}, Ribosomal protein {ECO:0000256|ARBA:ARBA00022980}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:D3YVF4,, ECO:0000213|MaxQB:D3YVF4, ECO:0000213|PeptideAtlas:D3YVF4}",ribosome IEA,GO:0005840,structural constituent of ribosome IEA,GO:0003735,translation IEA,GO:0006412,,"GO:0008152, GO:0009987",GO:0005198,"GO:0043228, GO:0043229"
176,D3YVR9,D3YVR9_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:D3YVR9, ECO:0000213|PeptideAtlas:D3YVR9}, Proteomics identification {ECO:0000213|EPD:D3YVR9,",,,,,,,,,,
177,D3YVS7,D3YVS7_MOUSE,Mus musculus (Mouse),"Transmembrane {ECO:0000256|ARBA:ARBA00022989}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|PeptideAtlas:D3YVS7}, Proteomics identification {ECO:0000213|MaxQB:D3YVS7,, Membrane {ECO:0000256|ARBA:ARBA00022989}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989}",integral component of membrane IEA,GO:0016021,,,,,Cysteine-rich and transmembrane domain-containing protein 1 {ECO:0000256|ARBA:ARBA00013590},,,
178,D3YVU3,D3YVU3_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:D3YVU3}, Proteomics identification {ECO:0000213|EPD:D3YVU3,, Coiled coil {ECO:0000256|SAM:Coils}, Reference proteome {ECO:0000313|Proteomes:UP000000589}","nucleoplasm IEA, centrosome IEA, centriole IEA, ciliary transition fiber IEA","GO:0097539, GO:0005814, GO:0005813, GO:0005654",,,cilium assembly IEA,GO:0060271,,GO:0009987,,"GO:0043228, GO:0043229, GO:0005815"
179,D3YVV1,D3YVV1_MOUSE,Mus musculus (Mouse),"Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Cell membrane {ECO:0000256|ARBA:ARBA00022475}, ECO:0000213|MaxQB:D3YVV1, ECO:0000213|PeptideAtlas:D3YVV1}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Membrane {ECO:0000256|ARBA:ARBA00022475, ECO:0000256|ARBA:ARBA00022989,, Glycoprotein {ECO:0000256|ARBA:ARBA00023180}, ECO:0000256|SAM:Phobius},  Transport {ECO:0000256|ARBA:ARBA00022448}, Golgi apparatus {ECO:0000256|ARBA:ARBA00023034}, Proteomics identification {ECO:0000213|EPD:D3YVV1,, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}","plasma membrane IEA, integral component of membrane IEA, transport vesicle membrane IEA, Golgi apparatus IEA","GO:0005794, GO:0005886, GO:0016021, GO:0030658",,,phospholipid transport IEA,GO:0015914,Cell cycle control protein {ECO:0000256|PIRNR:PIRNR015840},GO:0051179,,"GO:0031090, GO:0043229, GO:0043227"
180,D3YVX4,D3YVX4_MOUSE,Mus musculus (Mouse),"Proteomics identification {ECO:0000213|EPD:D3YVX4,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:D3YVX4, ECO:0000213|PeptideAtlas:D3YVX4}",,,,,,,,,,
181,D3YWK1,D3YWK1_MOUSE,Mus musculus (Mouse),"Autophagy {ECO:0000256|ARBA:ARBA00023006}, WD repeat {ECO:0000256|ARBA:ARBA00022574}, Proteomics identification {ECO:0000213|EPD:D3YWK1,, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Repeat {ECO:0000256|ARBA:ARBA00022737}, ECO:0000213|MaxQB:D3YWK1, ECO:0000213|PeptideAtlas:D3YWK1}",phagophore assembly site membrane IEA,GO:0034045,"phosphatidylinositol-3,5-bisphosphate binding IEA, phosphatidylinositol-3-phosphate binding IEA","GO:0080025, GO:0032266",autophagosome assembly IEA,GO:0000045,WD repeat domain phosphoinositide-interacting protein 2 {ECO:0000256|ARBA:ARBA00019990},GO:0009987,GO:0005488,
182,D3YWR7,D3YWR7_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:D3YWR7,, ECO:0000213|MaxQB:D3YWR7, ECO:0000213|PeptideAtlas:D3YWR7}",,,oxidoreductase activity IEA,GO:0016491,,,,,GO:0003824,
183,D3YWS3,D3YWS3_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:D3YWS3,, Acetylation {ECO:0000256|ARBA:ARBA00022990}, Actin-binding {ECO:0000256|RuleBase:RU003909}, ECO:0000213|MaxQB:D3YWS3, ECO:0000213|PeptideAtlas:D3YWS3}",cytoskeleton IEA,GO:0005856,actin binding IEA,GO:0003779,"actin cytoskeleton organization IEA, regulation of actin filament polymerization IEA","GO:0030833, GO:0030036",Profilin {ECO:0000256|RuleBase:RU003909},"GO:0065007, GO:0009987",GO:0005488,"GO:0043228, GO:0043229"
184,D3YWU6,D3YWU6_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:D3YWU6,, ECO:0000213|MaxQB:D3YWU6, ECO:0000213|PeptideAtlas:D3YWU6}",,,,,oxidation-reduction process IEA,GO:0055114,,,,
185,D3YXQ4,D3YXQ4_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:D3YXQ4, ECO:0000213|PeptideAtlas:D3YXQ4}, Proteomics identification {ECO:0000213|EPD:D3YXQ4,",,,,,,,,,,
186,D3YYD5,D3YYD5_MOUSE,Mus musculus (Mouse),"Proteomics identification {ECO:0000213|EPD:D3YYD5,, ECO:0000256|RuleBase:RU362040}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Protein transport {ECO:0000256|ARBA:ARBA00022927,, Transport {ECO:0000256|ARBA:ARBA00022927, ECO:0000256|RuleBase:RU362040}, ECO:0000213|MaxQB:D3YYD5, ECO:0000213|PeptideAtlas:D3YYD5}","cytosol IEA, retromer complex IEA, endosome membrane IEA","GO:0005829, GO:0030904, GO:0010008",,,"retrograde transport, endosome to Golgi IEA, protein transport IEA","GO:0042147, GO:0015031","Vacuolar protein sorting-associated protein 29 {ECO:0000256|ARBA:ARBA00017767, ECO:0000256|RuleBase:RU362040}","GO:0051179, GO:0009987",,"GO:0031090, GO:0098796"
187,D3YYK8,D3YYK8_MOUSE,Mus musculus (Mouse),"Cytoskeleton {ECO:0000256|ARBA:ARBA00023212}, Cell division {ECO:0000256|ARBA:ARBA00022776}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Microtubule {ECO:0000256|ARBA:ARBA00022701, ECO:0000256|PROSITE-, ProRule:PRU00576}, Cytoplasm {ECO:0000256|ARBA:ARBA00023212},  Mitosis {ECO:0000256|ARBA:ARBA00022776}, Proteomics identification {ECO:0000213|EPD:D3YYK8,, ECO:0000213|MaxQB:D3YYK8, ECO:0000213|PeptideAtlas:D3YYK8}, Coiled coil {ECO:0000256|SAM:Coils}, Cell cycle {ECO:0000256|ARBA:ARBA00022776}","microtubule IEA, cytoplasm IEA","GO:0005737, GO:0005874",microtubule binding IEA,GO:0008017,"cell cycle IEA, cell division IEA","GO:0007049, GO:0051301",Microtubule-associated protein RP/EB family member 2 {ECO:0000256|ARBA:ARBA00019565},GO:0009987,GO:0005488,GO:0099080
188,D3YYK9,D3YYK9_MOUSE,Mus musculus (Mouse),"Protein transport {ECO:0000256|ARBA:ARBA00022927}, Guanine-nucleotide releasing factor {ECO:0000256|ARBA:ARBA00022658}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:D3YYK9, ECO:0000213|PeptideAtlas:D3YYK9}, Transport {ECO:0000256|ARBA:ARBA00022927}, Proteomics identification {ECO:0000213|EPD:D3YYK9,",Golgi apparatus IEA,GO:0005794,ARF guanyl-nucleotide exchange factor activity IEA,GO:0005086,"regulation of ARF protein signal transduction IEA, protein transport IEA","GO:0015031, GO:0032012",,"GO:0051179, GO:0065007",GO:0098772,"GO:0043229, GO:0043227"
189,D3YYL1,D3YYL1_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:D3YYL1, ECO:0000213|PeptideAtlas:D3YYL1}, Proteomics identification {ECO:0000213|EPD:D3YYL1,",,,,,,,,,,
190,D3YYN7,D3YYN7_MOUSE,Mus musculus (Mouse)," Potassium {ECO:0000256|RuleBase:RU362084}, Potassium transport {ECO:0000256|RuleBase:RU362084}, ECO:0000213|PeptideAtlas:D3YYN7}, ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|RuleBase:RU362084}, Magnesium {ECO:0000256|ARBA:ARBA00022842}, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840,,  Transport {ECO:0000256|RuleBase:RU362084}, Ion transport {ECO:0000256|RuleBase:RU362084}, ECO:0000256|RuleBase:RU362084}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|MaxQB:D3YYN7,, Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|RuleBase:RU362084}, Translocase {ECO:0000256|ARBA:ARBA00022967}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Metal-binding {ECO:0000256|ARBA:ARBA00022723,, Transmembrane {ECO:0000256|ARBA:ARBA00022989,",integral component of membrane IEA,GO:0016021,"potassium transmembrane transporter activity, phosphorylative mechanism IEA, metal ion binding IEA, ATP binding IEA","GO:0005524, GO:0008556, GO:0046872",,,Sodium/potassium-transporting ATPase subunit alpha {ECO:0000256|RuleBase:RU362084},,"GO:0005488, GO:0005215",
191,D3YYT0,D3YYT0_MOUSE,Mus musculus (Mouse),"Transmembrane helix {ECO:0000256|SAM:Phobius}, Cell membrane {ECO:0000256|ARBA:ARBA00022475}, Membrane {ECO:0000256|ARBA:ARBA00022475, ECO:0000256|SAM:Phobius}, Cell adhesion {ECO:0000256|RuleBase:RU003318}, ECO:0000213|PeptideAtlas:D3YYT0}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Transmembrane {ECO:0000256|SAM:Phobius}, Repeat {ECO:0000256|ARBA:ARBA00022737}, Cleavage on pair of basic residues {ECO:0000256|ARBA:ARBA00022685}, Proteomics identification {ECO:0000213|MaxQB:D3YYT0,, ProRule:PRU00043, ECO:0000256|RuleBase:RU003318}, Calcium {ECO:0000256|ARBA:ARBA00022837, ECO:0000256|PROSITE-","plasma membrane IEA, integral component of membrane IEA, cell junction IEA","GO:0030054, GO:0005886, GO:0016021",calcium ion binding IEA,GO:0005509,"homophilic cell adhesion via plasma membrane adhesion molecules IEA, regulation of signal transduction IEA","GO:0009966, GO:0007156",Cadherin-2 {ECO:0000256|ARBA:ARBA00021703},"GO:0009987, GO:0065007, GO:0022610",GO:0005488,
192,D3YZ02,D3YZ02_MOUSE,Mus musculus (Mouse),Reference proteome {ECO:0000313|Proteomes:UP000000589},mitochondrion ISO,GO:0005739,"pseudophosphatase activity ISO, protein phosphatase binding ISO, protein phosphatase inhibitor activity ISO, protein tyrosine/serine/threonine phosphatase activity IEA","GO:0001691, GO:0008138, GO:0004864, GO:0019903","regulation of intrinsic apoptotic signaling pathway ISO, negative regulation of phosphoprotein phosphatase activity ISO, negative regulation of stress granule assembly ISO, positive regulation of neuron projection development ISO, positive regulation of intrinsic apoptotic signaling pathway ISO","GO:0032515, GO:2001242, GO:0062030, GO:2001244, GO:0010976",,GO:0065007,"GO:0005488, GO:0003824, GO:0098772","GO:0043229, GO:0043227"
193,D3YZ21,D3YZ21_MOUSE,Mus musculus (Mouse),"Transmembrane helix {ECO:0000256|SAM:Phobius}, Membrane {ECO:0000256|SAM:Phobius}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|PeptideAtlas:D3YZ21}, Transmembrane {ECO:0000256|SAM:Phobius}, Proteomics identification {ECO:0000213|MaxQB:D3YZ21,",integral component of membrane IEA,GO:0016021,,,,,,,,
194,D3YZ62,D3YZ62_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:D3YZ62, ECO:0000213|PeptideAtlas:D3YZ62}, Myosin {ECO:0000256|ARBA:ARBA00023123, ECO:0000256|PROSITE-, Actin-binding {ECO:0000256|ARBA:ARBA00023203, ECO:0000256|PROSITE-, ProRule:PRU00782}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Coiled coil {ECO:0000256|ARBA:ARBA00023054, ECO:0000256|SAM:Coils}, Proteomics identification {ECO:0000213|EPD:D3YZ62,, Repeat {ECO:0000256|ARBA:ARBA00022737}, ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-, Motor protein {ECO:0000256|ARBA:ARBA00023123, ECO:0000256|PROSITE-, Nucleotide-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-",myosin complex IEA,GO:0016459,"actin filament binding IEA, motor activity IEA, ATP binding IEA","GO:0005524, GO:0003774, GO:0051015",,,,,"GO:0005488, GO:0003824",
195,D3YZE8,D3YZE8_MOUSE,Mus musculus (Mouse),"Phosphoprotein {ECO:0000256|ARBA:ARBA00022553}, Cell cycle {ECO:0000256|ARBA:ARBA00023306}, Proteomics identification {ECO:0000213|EPD:D3YZE8,, ECO:0000213|MaxQB:D3YZE8, ECO:0000213|PeptideAtlas:D3YZE8}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Isopeptide bond {ECO:0000256|ARBA:ARBA00022499}, Ubl conjugation {ECO:0000256|ARBA:ARBA00022843}, Nucleus {ECO:0000256|ARBA:ARBA00023242}",nucleus IEA,GO:0005634,,,"cell cycle IEA, cell division IEA, positive regulation of protein dephosphorylation IEA","GO:0007049, GO:0035307, GO:0051301",,"GO:0065007, GO:0009987",,"GO:0043229, GO:0043227"
196,D3YZT4,D3YZT4_MOUSE,Mus musculus (Mouse),"Transmembrane helix {ECO:0000256|SAM:Phobius}, Membrane {ECO:0000256|SAM:Phobius}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:D3YZT4, ECO:0000213|PeptideAtlas:D3YZT4}, Transmembrane {ECO:0000256|SAM:Phobius}, Proteomics identification {ECO:0000213|EPD:D3YZT4,",integral component of membrane IEA,GO:0016021,catalytic activity IEA,GO:0003824,,,,,,
197,D3YZX1,D3YZX1_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:D3YZX1,, ECO:0000213|MaxQB:D3YZX1, ECO:0000213|PeptideAtlas:D3YZX1}",integral component of membrane IEA,GO:0016021,phosphatidylinositol N-acetylglucosaminyltransferase activity IEA,GO:0017176,GPI anchor biosynthetic process IEA,GO:0006506,,"GO:0008152, GO:0009987",GO:0003824,
198,D3Z015,D3Z015_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, Signal {ECO:0000256|SAM:SignalP}",,,,,,,,,,
199,D3Z0Q8,D3Z0Q8_MOUSE,Mus musculus (Mouse),"Reference proteome {ECO:0000313|Proteomes:UP000000589}, ECO:0000213|MaxQB:D3Z0Q8, ECO:0000213|PeptideAtlas:D3Z0Q8}, Proteomics identification {ECO:0000213|EPD:D3Z0Q8,",extrinsic component of Golgi membrane IEA,GO:0090498,,,spermatogenesis IEA,GO:0007283,,"GO:0022414, GO:0032502",,GO:0019898
200,D3Z0Q9,D3Z0Q9_MOUSE,Mus musculus (Mouse),"Membrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, Proteomics identification {ECO:0000213|MaxQB:D3Z0Q9,, Reference proteome {ECO:0000313|Proteomes:UP000000589},  Transport {ECO:0000256|ARBA:ARBA00023201}, Sodium {ECO:0000256|ARBA:ARBA00023201}, ECO:0000256|SAM:Phobius}, Endosome {ECO:0000256|ARBA:ARBA00022753}, ECO:0000213|PeptideAtlas:D3Z0Q9}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989,, Transmembrane {ECO:0000256|ARBA:ARBA00022989, ECO:0000256|SAM:Phobius}, Ion transport {ECO:0000256|ARBA:ARBA00023201}, Sodium transport {ECO:0000256|ARBA:ARBA00023201}","endosome IDA, endoplasmic reticulum membrane ISO, integral component of membrane IEA, dendrite IDA, synapse IDA, early endosome IDA, late endosome IDA, recycling endosome IDA, axon terminus IDA, plasma membrane IDA, recycling endosome membrane ISO, axonal spine IDA, mitochondrion HDA, early endosome membrane ISO, intracellular membrane-bounded organelle ISO, cytoplasmic vesicle IDA","GO:0031901, GO:0044308, GO:0030425, GO:0055037, GO:0031410, GO:0005886, GO:0005739, GO:0055038, GO:0005770, GO:0045202, GO:0005768, GO:0043231, GO:0005789, GO:0016021, GO:0043679, GO:0005769","potassium, sodium","GO:0015385, GO:0015386","regulation of intracellular pH ISO, axon extension ISO, sodium ion import across plasma membrane IBA, proton transmembrane transport IMP, brain-derived neurotrophic factor receptor signaling pathway IMP, potassium ion transmembrane transport IBA, dendritic spine development IMP, neuron projection morphogenesis ISO, regulation of neurotrophin TRK receptor signaling pathway IMP, synapse organization IMP, dendrite extension ISO","GO:1902600, GO:0051386, GO:0098719, GO:0060996, GO:0051453, GO:0050808, GO:0031547, GO:0048675, GO:0071805, GO:0048812, GO:0097484",,"GO:0040007, GO:0051179, GO:0032502, GO:0065007, GO:0009987",GO:0005215,"GO:0043229, GO:0042995, GO:0044306, GO:0043227, GO:0098793, GO:0031090, GO:0030054"
201,D3Z0S6,D3Z0S6_MOUSE,Mus musculus (Mouse),"ECO:0000213|MaxQB:D3Z0S6, ECO:0000213|PeptideAtlas:D3Z0S6}, Reference proteome {ECO:0000313|Proteomes:UP000000589}, Proteomics identification {ECO:0000213|EPD:D3Z0S6,, RNA-binding {ECO:0000256|PROSITE-ProRule:PRU00176}",,,RNA binding IEA,GO:0003723,,,U1 small nuclear ribonucleoprotein A {ECO:0000256|ARBA:ARBA00017955},,GO:0005488,
